finding_id,finding_type,cve_id,advisory_id,severity,cvss_vector,cwe,ecosystem,package,installed_version,fixed_version,file_path,line,title,description,published,references,remediation
CVE-2018-7489,SCA,CVE-2018-7489,GHSA-cggj-fvv3-cqwv,Critical,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-184;CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.5,pom.xml,,FasterXML jackson-databind allows unauthenticated remote code execution ,"FasterXML jackson-databind before before 2.6.7.5, 2.7.x before 2.7.9.3, 2.8.x before 2.8.11.1, and 2.9.x before 2.9.5 allows unauthenticated remote code execution because of an incomplete fix for the CVE-2017-7525 deserialization flaw. This is exploitable by sending maliciously crafted JSON input to the readValue method of the ObjectMapper, bypassing a blacklist that is ineffective if the c3p0 libraries are available in the classpath.",2018-10-16,https://nvd.nist.gov/vuln/detail/CVE-2018-7489 https://github.com/FasterXML/jackson-databind/issues/1931,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.5 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2019-14379,SCA,CVE-2019-14379,GHSA-6fpp-rgj9-8rwc,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-1321;CWE-915,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.9.2,pom.xml,,Deserialization of untrusted data in FasterXML jackson-databind,"SubTypeValidator.java in FasterXML jackson-databind before 2.9.9.2, 2.8.11.4, and 2.7.9.6 mishandles default typing when ehcache is used (because of net.sf.ehcache.transaction.manager.DefaultTransactionManagerLookup), leading to remote code execution.",2019-08-01,https://nvd.nist.gov/vuln/detail/CVE-2019-14379 https://github.com/FasterXML/jackson-databind/issues/2387,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.9.2 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2019-14540,SCA,CVE-2019-14540,GHSA-h822-r4r5-v8jg,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10,pom.xml,,Polymorphic Typing issue in FasterXML jackson-databind,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10, 2.8.11.5, and 2.6.7.3. It is related to `com.zaxxer.hikari.HikariConfig`.",2019-09-23,https://nvd.nist.gov/vuln/detail/CVE-2019-14540 https://github.com/FasterXML/jackson-databind/issues/2410,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2019-16335,SCA,CVE-2019-16335,GHSA-85cw-hj65-qqv9,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10,pom.xml,,Polymorphic Typing issue in FasterXML jackson-databind,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10, 2.8.11.5, and 2.6.7.3. It is related to com.zaxxer.hikari.HikariDataSource. This is a different vulnerability than CVE-2019-14540.",2019-09-23,https://nvd.nist.gov/vuln/detail/CVE-2019-16335 https://github.com/FasterXML/jackson-databind/issues/2449,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2019-16942,SCA,CVE-2019-16942,GHSA-mx7p-6679-8g3q,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.1,pom.xml,,Polymorphic Typing in FasterXML jackson-databind,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.10. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the commons-dbcp (1.4) jar in the classpath, and an attacker can find an RMI service endpoint to access, it is possible to make the service execute a malicious payload. This issue exists because of org.apache.commons.dbcp.datasources.SharedPoolDataSource and org.apache.commons.dbcp.datasources.PerUserPoolDataSource mishandling.",2019-10-28,https://nvd.nist.gov/vuln/detail/CVE-2019-16942 https://github.com/FasterXML/jackson-databind/issues/2478,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.1 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2019-16943,SCA,CVE-2019-16943,GHSA-fmmc-742q-jg75,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.1,pom.xml,,jackson-databind polymorphic typing issue,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 prior to 2.9.10.1, 2.8.11.5, and 2.6.7.3. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the p6spy (3.8.6) jar in the classpath, and an attacker can find an RMI service endpoint to access, it is possible to make the service execute a malicious payload. This issue exists because of com.p6spy.engine.spy.P6DataSource mishandling.",2019-11-13,https://nvd.nist.gov/vuln/detail/CVE-2019-16943 https://github.com/FasterXML/jackson-databind/issues/2478,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.1 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2019-17267,SCA,CVE-2019-17267,GHSA-f3j5-rmmp-3fc5,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10,pom.xml,,Improper Input Validation in jackson-databind,A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10 and 2.8.11.5. It is related to net.sf.ehcache.hibernate.EhcacheJtaTransactionManagerLookup.,2020-06-15,https://nvd.nist.gov/vuln/detail/CVE-2019-17267 https://github.com/FasterXML/jackson-databind/issues/2460,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2019-17531,SCA,CVE-2019-17531,GHSA-gjmw-vf9h-g25v,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.1,pom.xml,,jackson-databind polymorphic typing issue,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 prior to 2.9.10.1, 2.8.11.5, and 2.6.7.3. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the apache-log4j-extra (version 1.2.x) jar in the classpath, and an attacker can provide a JNDI service to access, it is possible to make the service execute a malicious payload. ",2019-11-13,https://nvd.nist.gov/vuln/detail/CVE-2019-17531 https://github.com/FasterXML/jackson-databind/issues/2498,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.1 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2019-20330,SCA,CVE-2019-20330,GHSA-gww7-p5w4-wrfv,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.2,pom.xml,,Deserialization of Untrusted Data in jackson-databind,"FasterXML jackson-databind 2.x before 2.6.7.4, 2.7.x before 2.7.9.7, 2.8.x before 2.8.11.5, and 2.9.x before 2.9.10.2 lacks certain `net.sf.ehcache` blocking.",2020-03-04,https://nvd.nist.gov/vuln/detail/CVE-2019-20330 https://github.com/FasterXML/jackson-databind/issues/2526,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.2 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-8840,SCA,CVE-2020-8840,GHSA-4w82-r329-3q67,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.3,pom.xml,,Deserialization of Untrusted Data in jackson-databind,"FasterXML jackson-databind 2.x before 2.6.7.4, 2.7.x before 2.7.9.7, 2.8.x before 2.8.11.5 and 2.9.x before 2.9.10.2 lacks certain xbean-reflect/JNDI blocking, as demonstrated by org.apache.xbean.propertyeditor.JndiConverter.",2020-03-04,https://nvd.nist.gov/vuln/detail/CVE-2020-8840 https://github.com/FasterXML/jackson-databind/issues/2620,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.3 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-9546,SCA,CVE-2020-9546,GHSA-5p34-5m6p-p58g,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.4,pom.xml,,jackson-databind mishandles the interaction between serialization gadgets and typing,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.hadoop.shaded.com.zaxxer.hikari.HikariConfig (aka shaded hikari-config).",2020-04-23,https://nvd.nist.gov/vuln/detail/CVE-2020-9546 https://github.com/FasterXML/jackson-databind/issues/2631,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-9547,SCA,CVE-2020-9547,GHSA-q93h-jc49-78gg,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.4,pom.xml,,jackson-databind mishandles the interaction between serialization gadgets and typing,"FasterXML jackson-databind 2.x before 2.9.10.4, 2.8.11.6, and 2.7.9.7 mishandles the interaction between serialization gadgets and typing, related to `com.ibatis.sqlmap.engine.transaction.jta.JtaTransactionConfig` (aka `ibatis-sqlmap`).",2020-05-15,https://nvd.nist.gov/vuln/detail/CVE-2020-9547 https://github.com/FasterXML/jackson-databind/issues/2634,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-9548,SCA,CVE-2020-9548,GHSA-p43x-xfjf-5jhr,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.4,pom.xml,,jackson-databind mishandles the interaction between serialization gadgets and typing,"FasterXML jackson-databind 2.x before 2.9.10.4, 2.8.11.6, and 2.7.9.7 mishandles the interaction between serialization gadgets and typing, related to br.com.anteros.dbcp.AnterosDBCPConfig (aka anteros-core).",2020-05-15,https://nvd.nist.gov/vuln/detail/CVE-2020-9548 https://github.com/FasterXML/jackson-databind/issues/2634,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-10683,SCA,CVE-2020-10683,GHSA-hwj3-m3p6-hj38,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-611,Maven,dom4j:dom4j,1.6.1,no fixed version published,pom.xml,,dom4j allows External Entities by default which might enable XXE attacks,"dom4j before 2.1.3 allows external DTDs and External Entities by default, which might enable XXE attacks. However, there is popular external documentation from OWASP showing how to enable the safe, non-default behavior in any application that uses dom4j. Note: This advisory applies to `dom4j:dom4j` version 1.x legacy artifacts. To resolve this a change to the latest version of `org.dom4j:dom4j` is recommended.",2020-06-05,https://nvd.nist.gov/vuln/detail/CVE-2020-10683 https://github.com/dom4j/dom4j/issues/87,No upstream fix published for dom4j:dom4j 1.6.1; replace the dependency or apply a mitigation.
CVE-2018-8014,SCA,CVE-2018-8014,GHSA-r4x2-3cq5-hqvp,Critical,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-1188,Maven,org.apache.tomcat.embed:tomcat-embed-core,8.5.23,8.5.32,pom.xml,,The defaults settings for the CORS filter provided in Apache Tomcat are insecure and enable 'supportsCredentials' for all origins,"The defaults settings for the CORS filter provided in Apache Tomcat 9.0.0.M1 to 9.0.8, 8.5.0 to 8.5.31, 8.0.0.RC1 to 8.0.52, 7.0.41 to 7.0.88 are insecure and enable 'supportsCredentials' for all origins. It is expected that users of the CORS filter will have configured it appropriately for their environment rather than using it in the default configuration. Therefore, it is expected that most users will not be impacted by this issue.",2018-10-17,https://nvd.nist.gov/vuln/detail/CVE-2018-8014 https://github.com/apache/tomcat80/commit/2c9d8433bd3247a2856d4b2555447108758e813e,Upgrade org.apache.tomcat.embed:tomcat-embed-core from 8.5.23 to 8.5.32 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-1938,SCA,CVE-2020-1938,GHSA-c9hw-wf7x-jp9j,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:H,CWE-269,Maven,org.apache.tomcat.embed:tomcat-embed-core,8.5.23,8.5.51,pom.xml,,Improper Privilege Management in Tomcat,"When using the Apache JServ Protocol (AJP), care must be taken when trusting incoming connections to Apache Tomcat. Tomcat treats AJP connections as having higher trust than, for example, a similar HTTP connection. If such connections are available to an attacker, they can be exploited in ways that may be surprising. In Apache Tomcat 9.0.0.M1 to 9.0.0.30, 8.5.0 to 8.5.50 and 7.0.0 to 7.0.99, Tomcat shipped with an AJP Connector enabled by default that listened on all configured IP addresses. It was expected (and recommended in the security guide) that this Connector would be disabled if not required. This vulnerability report identified a mechanism that allowed: returning arbitrary files fro",2020-06-15,https://nvd.nist.gov/vuln/detail/CVE-2020-1938 https://lists.apache.org/thread.html/re5eecbe5bf967439bafeeaa85987b3a43f0e6efe06b6976ee768cde2@%3Cusers.tomcat.apache.org%3E,Upgrade org.apache.tomcat.embed:tomcat-embed-core from 8.5.23 to 8.5.51 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2025-24813,SCA,CVE-2025-24813,GHSA-83qj-6fr2-vhqg,Critical,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:A,CWE-44;CWE-502,Maven,org.apache.tomcat.embed:tomcat-embed-core,8.5.23,9.0.99,pom.xml,,Apache Tomcat: Potential RCE and/or information disclosure and/or information corruption with partial PUT,"Path Equivalence: 'file.Name' (Internal Dot) leading to Remote Code Execution and/or Information disclosure and/or malicious content added to uploaded files via write enabled Default Servlet in Apache Tomcat. This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.2, from 10.1.0-M1 through 10.1.34, from 9.0.0.M1 through 9.0.98. The following versions were EOL at the time the CVE was created but are known to be affected: 8.5.0 though 8.5.100. Other, older, EOL versions may also be affected. If all of the following were true, a malicious user was able to view security sensitive files and/or inject content into those files: - writes enabled for the default servlet (disabled by default) - ",2025-03-10,https://nvd.nist.gov/vuln/detail/CVE-2025-24813 https://github.com/apache/tomcat/commit/0a668e0c27f2b7ca0cc7c6eea32253b9b5ecb29c,Upgrade org.apache.tomcat.embed:tomcat-embed-core from 8.5.23 to 9.0.99 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2026-41293,SCA,CVE-2026-41293,GHSA-r29c-68gh-xp6x,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-20,Maven,org.apache.tomcat.embed:tomcat-embed-core,8.5.23,9.0.118,pom.xml,,Apache Tomcat - HTTP/2 request headers not validated,"Versions Affected: Apache Tomcat 11.0.0-M1 to 11.0.21 Apache Tomcat 10.1.0-M1 to 10.1.54 Apache Tomcat 9.0.0.M1 to 9.0.117 Older, unsupported versions may also be affected Description: HTTP/2 request headers were not validated which may have triggered unexpected application behaviour if the application (quite reasonably) assumed that header value exposed through the Servlet API would be specification compliant. Mitigation: Users of the affected versions should apply one of the following mitigations: - Upgrade to Apache Tomcat 11.0.22 or later - Upgrade to Apache Tomcat 10.1.55 or later - Upgrade to Apache Tomcat 9.0.118 or later Credit: This issue was identified by Dawit Jeong (@dawitngoliat",2026-05-12,https://nvd.nist.gov/vuln/detail/CVE-2026-41293 https://github.com/apache/tomcat/commit/19f17a257797e8d139b33ff9c88d362a273be148,Upgrade org.apache.tomcat.embed:tomcat-embed-core from 8.5.23 to 9.0.118 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2026-43512,SCA,CVE-2026-43512,GHSA-h6fc-48rj-7qqh,Critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-287,Maven,org.apache.tomcat.embed:tomcat-embed-core,8.5.23,9.0.118,pom.xml,,Apache Tomcat - Digest authenticator will authenticate any unknown user,"Versions Affected: Apache Tomcat 11.0.0-M1 to 11.0.21 Apache Tomcat 10.1.0-M1 to 10.1.54 Apache Tomcat 9.0.0.M1 to 9.0.117 Older, unsupported versions may also be affected Description: When DIGEST authentication was configured, any user not known to the configured Realm would be authenticated if they presented the password ""null"". Mitigation: Users of the affected versions should apply one of the following mitigations: - Upgrade to Apache Tomcat 11.0.22 or later - Upgrade to Apache Tomcat 10.1.55 or later - Upgrade to Apache Tomcat 9.0.118 or later",2026-05-12,https://nvd.nist.gov/vuln/detail/CVE-2026-43512 https://github.com/apache/tomcat/commit/3d4d3fae07a6cd9c2eb193c5491001740ec64448,Upgrade org.apache.tomcat.embed:tomcat-embed-core from 8.5.23 to 9.0.118 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
